iteration,state_index,energy_hartree,thermal_weight,occupation
1,0,-0.8964458943999081,0.968987506128628,0 1
1,1,0.48415056968467457,0.01540146024428453,2 1
1,2,0.4841505696846749,0.015401460244284517,0 3
1,3,1.9165317866927671,0.0002095733828030902,2 3
