iteration,state_index,energy_hartree,thermal_weight,occupation
17,19,-1.146105585437625,0.016965065979631908,4 1 2 7
17,20,-1.1357444673157684,0.01644584617266821,6 7 2 3
17,21,-1.0736509263986787,0.01365072058399255,6 5 2 3
17,22,-1.0736509263986769,0.013650720583992476,4 7 2 3
17,23,-0.9974535787634474,0.010861237598596371,0 7 6 3
17,24,-0.9974535787634465,0.010861237598596344,6 1 2 7
17,25,-0.9626993864135791,0.009785852207576181,4 5 2 3
17,26,-0.8409367279718158,0.006791349805687178,0 1 6 7
18,0,-1.9658908312465275,0.1982202573498276,0 1 2 3
18,1,-1.682614046101446,0.08473667170256426,0 1 4 3
18,2,-1.673776846045996,0.08251968473105403,0 1 2 5
18,3,-1.5415229289306136,0.055494011627872326,0 5 2 3
18,4,-1.5369864342031005,0.05474388276591992,4 1 2 3
18,5,-1.5221574479754216,0.05236187098329162,0 1 4 5
18,6,-1.4793640178517307,0.04605325218407232,0 1 2 7
18,7,-1.4749498310476468,0.045447409517528,0 1 6 3
18,8,-1.3774331041131023,0.0339200281860998,6 1 2 3
18,9,-1.3774194712541508,0.03391864093358863,0 7 2 3
18,10,-1.315098252794281,0.028134626792819546,4 1 2 5
18,11,-1.31509825279428,0.02813462679281947,0 5 4 3
18,12,-1.27307433515941,0.024802125000902675,0 5 2 7
18,13,-1.2717320710141242,0.02470245280585887,4 1 6 3
18,14,-1.2470707001952177,0.022940833159835854,0 7 4 3
18,15,-1.2465888172624027,0.022907692732424226,6 1 2 5
18,16,-1.245857159098939,0.022857466074524883,0 1 4 7
18,17,-1.245857159098938,0.022857466074524824,0 1 6 5
18,18,-1.143407442979789,0.01680923871017494,0 5 6 3
18,19,-1.1433977124108685,0.01680874802696961,4 1 2 7
18,20,-1.1378502882658734,0.016531327123110204,6 7 2 3
18,21,-1.0736509263986773,0.013635260327913548,4 7 2 3
18,22,-1.0736509263986773,0.013635260327913548,6 5 2 3
18,23,-0.9974535787634459,0.010848936598544691,0 7 6 3
18,24,-0.9974535787634445,0.010848936598544648,6 1 2 7
18,25,-0.9531232431346006,0.009497950694291341,4 5 2 3
18,26,-0.8333669647128374,0.00663134217700858,0 1 6 7
19,0,-1.9673920977572417,0.19894863284952588,0 1 2 3
19,1,-1.6825788652445515,0.08465692963973068,0 1 4 3
19,2,-1.6708155461410068,0.08172149060451378,0 1 2 5
19,3,-1.543072968294766,0.05570607885593048,0 5 2 3
19,4,-1.536053683572613,0.05454529309377658,4 1 2 3
19,5,-1.521120169574562,0.052155564651021474,0 1 4 5
19,6,-1.4809426703974984,0.04623321055107571,0 1 2 7
19,7,-1.473676014972644,0.045236234624223506,0 1 6 3
19,8,-1.3791826405296332,0.03407003617091682,6 1 2 3
19,9,-1.3786498763271715,0.03401562577741911,0 7 2 3
19,10,-1.3150982527942703,0.028111117260126002,0 5 4 3
19,11,-1.3150982527942667,0.0281111172601257,4 1 2 5
19,12,-1.27272537504491,0.02475547054923181,4 1 6 3
19,13,-1.2726485435251564,0.024749765205508888,0 5 2 7
19,14,-1.2491822946083835,0.023067328265470876,6 1 2 5
19,15,-1.248152817752181,0.022996196323292428,0 7 4 3
19,16,-1.2458571590989274,0.022838366182071024,0 1 6 5
19,17,-1.2458571590989203,0.022838366182070535,0 1 4 7
19,18,-1.1474835777143486,0.017001832032903175,0 5 6 3
19,19,-1.1474813430133712,0.01700171805125326,4 1 2 7
19,20,-1.1391782806176474,0.01658345005826501,6 7 2 3
19,21,-1.0736509263986693,0.013623866588774175,4 7 2 3
19,22,-1.073650926398663,0.013623866588773922,6 5 2 3
19,23,-0.9974535787634394,0.010839871135138048,6 1 2 7
19,24,-0.9974535787634357,0.010839871135137928,0 7 6 3
19,25,-0.9441069022987791,0.009236759111732041,4 5 2 3
19,26,-0.826563742856815,0.006491941251990959,0 1 6 7
20,0,-1.9672436096866641,0.19877731298958734,0 1 2 3
20,1,-1.6825387702982575,0.08461153880235613,0 1 4 3
20,2,-1.6710073304095032,0.0817345115044654,0 1 2 5
20,3,-1.5392991979327018,0.055056059659959154,0 5 2 3
20,4,-1.5362398458499242,0.054553063840438676,4 1 2 3
20,5,-1.5257720249282922,0.05286652885041813,0 1 4 5
20,6,-1.485355817201484,0.04682989544224369,0 1 2 7
20,7,-1.4739299291825216,0.04525187593561173,0 1 6 3
20,8,-1.378466926785903,0.03398282055877699,6 1 2 3
20,9,-1.3777732597257057,0.033912175800481344,0 7 2 3
20,10,-1.3151361799992172,0.028102621923620397,4 1 2 5
20,11,-1.31509825279426,0.028099424543820774,0 5 4 3
20,12,-1.274753998027729,0.024896228669984675,4 1 6 3
20,13,-1.272792325985069,0.024750144238968888,0 5 2 7
20,14,-1.2523500107225516,0.023277899032534285,0 7 4 3
20,15,-1.2516923462230651,0.023232017166280913,6 1 2 5
20,16,-1.2458571590989207,0.022828866647272603,0 1 4 7
20,17,-1.2443282796308688,0.022724398652386773,0 1 6 5
20,18,-1.142589826593416,0.016747078391342107,6 7 2 3
20,19,-1.1396719575829408,0.016601120807850922,4 1 2 7
20,20,-1.1391674055273915,0.016576011427245366,0 5 6 3
20,21,-1.0737109360646904,0.013620651682909095,4 7 2 3
20,22,-1.0736509263986613,0.013618199791345738,6 5 2 3
20,23,-0.9974535787634299,0.010835362330425846,6 1 2 7
20,24,-0.9959026168343053,0.010785063734592674,0 7 6 3
20,25,-0.9439360895415835,0.009228187027551155,4 5 2 3
20,26,-0.8271641757246161,0.006500940547529182,0 1 6 7
